tweet,label
"Besides what sounds like a black girl calling others ""NIGGER"", or  ""NIGGA"" ... (NO REASONfor it!)
The device is rather nice.

My race is : Human
& it OFFENDS me to hear all the rhetoric about the ""N-word"" lol....how stupid!

But THE most racist thing is its OK for blks 2 say it! « BeecoInspire: __Love It!! This hair clip can help you create a variety of hairstyles. Elegant and Stylish.
_Get It Here__ https://beecoinspire.com/product/sparkling-crystal-stone-braided-hair-clips/ https://twitter.com/BeecoInspire/status/1583407130886828033/video/1 — https://twitter.com/beecoinspire/status/1583407130886828033 »",0
"__Love It!! This hair clip can help you create a variety of hairstyles. Elegant and Stylish.
_Get It Here__ https://beecoinspire.com/product/sparkling-crystal-stone-braided-hair-clips/ https://twitter.com/BeecoInspire/status/1583407130886828033/video/1",
"RT @CashflowinLP: That stupid bitch said she would rather be called a nigger than somebody not inform her of some stupid shit… 

Y’all should check that bitch right then and there…",
"That stupid bitch said she would rather be called a nigger than somebody not inform her of some stupid shit… 

Y’all should check that bitch right then and there…",0
"RT @Phil_Lewis_: University of Kentucky student Sophia Rosing arrested and charged after assaulting another student who was at work and calling her a “nigger bitch”

https://www.wkyt.com/2022/11/06/uk-student-arrested-following-assault-campus/?outputType=amp https://twitter.com/Phil_Lewis_/status/1589362655802052609/video/1",0
"RT @wolfwiles: For those that are worried that I got stripped naked in a jail cell... understand that it happens to THOUSANDS of BLACK men EVERY day.

I’m not different. I’m not special. I’m not crazy. I’m not unique. 

I’m just another nigger they thought they could break.

Never. Not me ____",0
"I don't get it, how is a negro talking down on gay people but wearing chains around his neck calling his own people niggers? These are real life clowns & born to be idiots, go dance around for the cameraman surrounded by dicks with your groupie hoe ass ____ Fuvking deadbeats",0
this the most nigger shit I ever read « Smokin0nReefer: Yesjulz >>>> Lupita https://twitter.com/Zvbear/status/1592737084544290816 — https://twitter.com/smokin0nreefer/status/1592757232797900800 »,1
Yesjulz >>>> Lupita https://twitter.com/Zvbear/status/1592737084544290816,0
______ #____ _________Woman is the Nigger of the World/ #________ #JohnLennon _______ Plastic Ono Band ____________________ #____ #____ http://protestsongs.michikusa.jp/english/lennon/woman_is_the.html https://twitter.com/sonnykim83/status/1289903844801916928/photo/1,0
@Devan_Kaney Pussy ass nigger,1
"@OhMoy213 @GPrime85 I would have done the same thing,  or worse. Any white man who calls me ""nigger"" puts himself in grave danger",0
"@gosaliya_ashik @MFA_China Nigger, stop barking!",1
Nigger,1
"@kabelodick @msancanana @ZiphoKhumalo3 @marwalej @JoeMajozie @NoChill4Hyaenas @koko_matshela @Eskom_SA @eskom It is cringy, I can't be made to feel pain by a ignorant nigger named dick. I have self respect",1
"RT @wolfwiles: For those that are worried that I got stripped naked in a jail cell... understand that it happens to THOUSANDS of BLACK men EVERY day.

I’m not different. I’m not special. I’m not crazy. I’m not unique. 

I’m just another nigger they thought they could break.

Never. Not me ____",0
Putbulls are the new niggers __ « Dimpho_Mokwala: Pitbulls _________ https://twitter.com/Dimpho_Mokwala/status/1592178862045429760/video/1 — https://twitter.com/dimpho_mokwala/status/1592178862045429760 »,
@Mad9541 @shaqtin Not the house nigger __,
@__nanaopare @callmeNii @Ieonitas Naa nigger u Dey like vawulence oo eyyy____,
"RT @iAmJustJoshnYa: In middle school they really told us ""Today's movie day!"" with no context and it was literally a movie about slavery. Nigger this, nigger that, Emmitt Till, etc. Talk about traumatizing.",0
"In middle school they really told us ""Today's movie day!"" with no context and it was literally a movie about slavery. Nigger this, nigger that, Emmitt Till, etc. Talk about traumatizing.",0
"I make jokes about singer Prince, an exponent Black... in Brazil my color, brown, is called Nigger... I had made jokes about the size of a cock about whites",0
RT @Damn_Daxx: Translation:“The nigger QBs don’t move me” « Mayberrykush: “I don’t think Tua is all that BUT GREAT ATHLETE same with Lamar Jackson” oh this is blatant — https://twitter.com/mayberrykush/status/1592847051972562945 »,0
Translation:“The nigger QBs don’t move me” « Mayberrykush: “I don’t think Tua is all that BUT GREAT ATHLETE same with Lamar Jackson” oh this is blatant — https://twitter.com/mayberrykush/status/1592847051972562945 »,0
"@jaytovah_ I wish people would stop trying to emulate America and talking about niggas, niggers,etc.  It's fucking annoying.",0
RT @Damn_Daxx: Translation:“The nigger QBs don’t move me” « Mayberrykush: “I don’t think Tua is all that BUT GREAT ATHLETE same with Lamar Jackson” oh this is blatant — https://twitter.com/mayberrykush/status/1592847051972562945 »,
RT @lukeyism: TL sleep? Cambridge Analytica/SCL Elections approached Mia Mottley & Lucille Moe in 2010 to manipulate the upcoming election. Mia & Moe ignored them and Cambridge Analytica called them “niggers” in internal emails https://twitter.com/JamesRehwald/status/1592204998255185920,
"@NimuKiarie Kanye West once said, ""I ain't saying she's a gold digger,but she ain't messing with no broke nigger""",0
"RT @wolfwiles: For those that are worried that I got stripped naked in a jail cell... understand that it happens to THOUSANDS of BLACK men EVERY day.

I’m not different. I’m not special. I’m not crazy. I’m not unique. 

I’m just another nigger they thought they could break.

Never. Not me ____",
@EL_GEEZZE A very comfortable side nigger. Even work in the house with no fear omo things dy happen o,
@programZDupy Nigger,1
"@Kn_wledgeGuys 3,000 pitbulls vs a 15,000 ghetto of negroes where no guns are used, but they can use knives, bats, cars, and anything else. __ react if niggers win, __ react if pit bulls win.",1
RT @lukeyism: TL sleep? Cambridge Analytica/SCL Elections approached Mia Mottley & Lucille Moe in 2010 to manipulate the upcoming election. Mia & Moe ignored them and Cambridge Analytica called them “niggers” in internal emails https://twitter.com/JamesRehwald/status/1592204998255185920,
RT @lukeyism: TL sleep? Cambridge Analytica/SCL Elections approached Mia Mottley & Lucille Moe in 2010 to manipulate the upcoming election. Mia & Moe ignored them and Cambridge Analytica called them “niggers” in internal emails https://twitter.com/JamesRehwald/status/1592204998255185920,
Niggas ignored crypto and digital currencies after they lost they money listening to meek mill tryna get rich off Dogecoin n Shiba. Two bullshit ass coins. They had to get niggers out the way first. Now govt finna have a token. You can’t write better shit tbh,1
It’s definitely a few of them calling that man a nigger somewhere in that picture __ « FaildVideo: Time to transfer school __ https://twitter.com/FaildVideo/status/1592516157457993733/video/1 — https://twitter.com/faildvideo/status/1592516157457993733 »,
@nobuniqqa @DmeatiusJohnson @DriaAlexander @w4bg0rl @562chriss @TuuShiesty @jjasshole Nigga or Nigger* there I fixed it for ya. Negro is fair game. It’s a word used in multiple languages. There’s nothing coonish about it. You’re just a mega hotep that don’t let nothin past em __,
"@AsteriskBiden @LoFiRepublican The skitzo AI is calming the hell down for once. I used to see pedophiles, and nazi imagery. Now it's mario calling people nigger. I'm glad it's turned out how it did.",
NIGGER NIGGERNIGGERNIGGERNIGGERNIGGERNIGGERNIGGERNIGGERNIGGERNIGGERNIGGERNIGGERNIGGERNIGGERNIGGERNIGGERNIGGERNIGGERNIGGERNIGGERNIGGERNIGGERNIGGERNIGGERNIGGERNIGGERNIGGERNIGGERNIGGERNIGGERNIGGERNIGGERNIGGERNIGGERNIGGERNIGGERNIGGERNIGGERNIGGERNIGGERNIGGERNIGGERNIGGERNIGGERNIGGERVV,1
RT @comeback421: @ZENRAOuO nigger__,1
@ZENRAOuO nigger__,1
@7EYRW Nigga called it ‘Nigger Glitter’ I’m fucking dying yo ____,
"@miles_commodore Every now & then you might hear black people call each other “nigger” whether they’re angry or maybe joking around & yet you’re upset by the term “Black Friday” sale??  I think all this woke & being “offended” stuff has just gone too…please, it’s just reference to a sale!",0
RT @lukeyism: TL sleep? Cambridge Analytica/SCL Elections approached Mia Mottley & Lucille Moe in 2010 to manipulate the upcoming election. Mia & Moe ignored them and Cambridge Analytica called them “niggers” in internal emails https://twitter.com/JamesRehwald/status/1592204998255185920,
mein Nigger « StiryLulu: Le verse est bouleversé https://twitter.com/ShitpostGate/status/1592583813288275968 — https://twitter.com/stirylulu/status/1592781263139614720 »,
Le verse est bouleversé https://twitter.com/ShitpostGate/status/1592583813288275968,
@PWytrzezwien j dobrze jebac tego gilberta peda_a jebanego czarnucha nigger,
"@momofsaul Het N-woord is Nigger, niet Neger. Geen zaken door elkaar halen. Dat wekt verwarring.",
RT @AshiDawg: @SplashHighclass @shannonsharpeee I said the same thing ______ like damn how you get mad he call bro a nigger then u turn around & say it __________,
"""Every Nigger is a Star"" by Boris Gardiner 

 https://tidal.com/browse/track/4309505",
RT @lukeyism: TL sleep? Cambridge Analytica/SCL Elections approached Mia Mottley & Lucille Moe in 2010 to manipulate the upcoming election. Mia & Moe ignored them and Cambridge Analytica called them “niggers” in internal emails https://twitter.com/JamesRehwald/status/1592204998255185920,
"@AndreasHale @Nas Not even sure how they rate but:
Show discipline
10k hours 
Heaven
Revolutionary warfare 
Nasty
Thief’s theme 
Esco let’s go off of “the nigger tape”
Everybody’s Crazy 
Sly fox 

And i know many that hated it, maybe  a bit out of place but i always liked 
Summer on smash https://twitter.com/kharismatickid/status/1592838730913837057/photo/1",
vee nigger,
@jojjohanna Nigger,1
@LoraKimberly15 You are not the real one. You are a black nigger Romance scammers from Africa,1
@programZDupy Nigger,1
"@Nigger_34 @mahirblackk Tamam o zaman, küfürle _tham etti_iniz insanlara ""nasihat"" ele_tiri yapmayın ,Tevhid din'ine davet edin sadece. müslim oldu_unuz belli bile de_il benim yanımda onun için, selam olsun siz cahillere.",
RT @lukeyism: TL sleep? Cambridge Analytica/SCL Elections approached Mia Mottley & Lucille Moe in 2010 to manipulate the upcoming election. Mia & Moe ignored them and Cambridge Analytica called them “niggers” in internal emails https://twitter.com/JamesRehwald/status/1592204998255185920,
@mayorcantrell Sad to report that a world renowned artist was called a nigger while beginning a visit to your City. I won't be coming there because my temper won't allow trash to address me out of my name. ________,0
"Nigger?
_____?",1
RT @nigger84771695: i hate niggers bro,1
i hate niggers bro,1
"RT @nigger84771695: i still hate niggers, niggers should die, kkk kill all niggers",1
"i still hate niggers, niggers should die, kkk kill all niggers",1
RT @nigger84771695: i hate niggers yo https://twitter.com/InternetH0F/status/1592223503868387328,1
i hate niggers yo https://twitter.com/InternetH0F/status/1592223503868387328,1
U tripping nigger! « Waspapping_: Naziru Sarki waka is the greatest and most influential Hausa artist of all time since Shata left this world — https://twitter.com/waspapping_/status/1592604413163864064 »,1
Naziru Sarki waka is the greatest and most influential Hausa artist of all time since Shata left this world,
@Nigger_34 @HorseBlack34 U_ra_mayın bunlarla bunlar Akkilarini kenara koydular..Özcan yıldırım neden ayrılmı_ onu sorsanız ailesine zaman ayiramiyormus derler çünkü talimat böyle verildi avamlara oysaki dava adamı bu yolda yorulmaz,
RT @The_Real_Chizz: This skrrrrr skrrrrr’s calling the president a nigger__ https://twitter.com/c_hype_/status/1592599213765890048,
This skrrrrr skrrrrr’s calling the president a nigger__ https://twitter.com/c_hype_/status/1592599213765890048,0
@gssbbsb @tv3_ghana Niggers be buying low to sell high u no see the same market women ____,
Facts… I swear to God these people get on here and nigger it up and we brush that shit OFF! Megan was shot by a leprechaun and people make jokes. It’s jokes after black men express themselves. A whole lot of BS ! but we suppose to just brush sht off. « DrTruth247: make it make sense.... finally a black person with some guts https://twitter.com/DrTruth247/status/1592471784053698560/video/1 — https://twitter.com/drtruth247/status/1592471784053698560 »,
make it make sense.... finally a black person with some guts https://twitter.com/DrTruth247/status/1592471784053698560/video/1,
"Just get those self arrogent ignorant nigger live matters out of the fucking field, let them step the fuck back.
Show them who they fucking really are will ya SHALL WE???",1
"Pornography won’t be enough. Because it never is. Sooner or later, all niggers want to touch the real thing. All dogs want to smell and taste the true information. All artists want to make their fantasies reality. And everyone with a cock wants to use it to fall in love",1
"@rblommestijn @op1npo 2/2
Neger, negroïde, negro, etc. hele normale termen ww  Maar google vertaald het hier in NL als nigger. En dat is een vette leugen. Het woord nigger komt uit Amerika en is wel degelijk een scheldwoord. En dat is neger niet. Neger is hetzelfde als blanken- een benaming.",
RT @PharaohJones3: VIDEO: Racist Justin Bieber says that if he kills a Black person that he will be 'Part Of The KKK' and that there will be 'ONE LESS LONELY NIGGER'!!! #AntiBlackWar https://twitter.com/PharaohJones3/status/1535791473408368642/video/1,
VIDEO: Racist Justin Bieber says that if he kills a Black person that he will be 'Part Of The KKK' and that there will be 'ONE LESS LONELY NIGGER'!!! #AntiBlackWar https://twitter.com/PharaohJones3/status/1535791473408368642/video/1,0
@DailyLoud Just call bruh a nigger and get it over with,
"HOW AM I DOING, well I still have the niggers I started with",
RT @Taco_Zay: Been called a nigger 3 times today. MW2 is back,
______ there was a time this nigger used to do squats ______ « Boickie_na: This life is so balanced________ https://twitter.com/_Boickie_/status/1418126892109008899/photo/1 — https://twitter.com/boickie_na/status/1418126892109008899 »,
This life is so balanced________ https://twitter.com/_Boickie_/status/1418126892109008899/photo/1,
"Nothing pains like being called by A munyankole ""mufere"" speaking Luganda, you feel like slapping the Nigger via the phone call, ______",1
Nigger cat 2 prolly lame asf ion kno,
_____Nigger,
RT @realDonaIdTmrup: You are a dumb nigger. You are the blackest retard gorilla nigger I've ever seen.,
You are a dumb nigger. You are the blackest retard gorilla nigger I've ever seen.,1
@mollietayy just a bunch of little niggers,1
RT @lukeyism: TL sleep? Cambridge Analytica/SCL Elections approached Mia Mottley & Lucille Moe in 2010 to manipulate the upcoming election. Mia & Moe ignored them and Cambridge Analytica called them “niggers” in internal emails https://twitter.com/JamesRehwald/status/1592204998255185920,
@AnoMientje02 @Martinbosma_pvv @UniLeiden Wij zeggen toch ook niet nigger? Dat is evenzeer een belediging __,
@Juli_92_anne You got it so fuck you and your family of jurk off. Keep them MF happy and the niggers,1
RT @sunny_symone: Why would I wanna make money off a white men calling me a “nigger” “negro” “slave girl” like be fucking real! I give a lot of myself to this industry some parts I can never have back to myself! I refuse to allow people to treat me like a animal cuz I want some money fuck that,
Why would I wanna make money off a white men calling me a “nigger” “negro” “slave girl” like be fucking real! I give a lot of myself to this industry some parts I can never have back to myself! I refuse to allow people to treat me like a animal cuz I want some money fuck that,0
RT @lukeyism: TL sleep? Cambridge Analytica/SCL Elections approached Mia Mottley & Lucille Moe in 2010 to manipulate the upcoming election. Mia & Moe ignored them and Cambridge Analytica called them “niggers” in internal emails https://twitter.com/JamesRehwald/status/1592204998255185920,
RT @mizurouu: She obsessed with my banana call her a nigger bitch,
She obsessed with my banana call her a nigger bitch,1
RT @lukeyism: TL sleep? Cambridge Analytica/SCL Elections approached Mia Mottley & Lucille Moe in 2010 to manipulate the upcoming election. Mia & Moe ignored them and Cambridge Analytica called them “niggers” in internal emails https://twitter.com/JamesRehwald/status/1592204998255185920,
Kan een nigger met der praten is het niet mijn wifey,
RT @SpeedySoFoolish: Naw fr Cuz did you just call me nigger? https://twitter.com/iLLNana____/status/1592589227078078465,
Naw fr Cuz did you just call me nigger? https://twitter.com/iLLNana____/status/1592589227078078465,0
"@LoreMadridistaa @OStargabby I gree, as boss wi you be make I give you my aza mk you credit me $200 mk I use am guide for class this morning. I need buy pot for my niggers",
RT @SpeedySoFoolish: Naw fr Cuz did you just call me nigger? https://twitter.com/iLLNana____/status/1592589227078078465,
@JWiseWrld @Texas_Made956 Should've said nigger instead.,
RT @lukeyism: TL sleep? Cambridge Analytica/SCL Elections approached Mia Mottley & Lucille Moe in 2010 to manipulate the upcoming election. Mia & Moe ignored them and Cambridge Analytica called them “niggers” in internal emails https://twitter.com/JamesRehwald/status/1592204998255185920,
@DOScodified @2Wild2Crazy He literally just stole some oral are you illiterate__ this why the Africans do not claim “blacks”. Silly nigger boi !,1
y'all remember nigger navy LMAOOOOOO,
https://worldtruthvideos.website/404,
RT @lukeyism: TL sleep? Cambridge Analytica/SCL Elections approached Mia Mottley & Lucille Moe in 2010 to manipulate the upcoming election. Mia & Moe ignored them and Cambridge Analytica called them “niggers” in internal emails https://twitter.com/JamesRehwald/status/1592204998255185920,
"@STXLKERSPRING 

Please let me worship your nigger cock please. 

I desperately need it~

I also bound myself up for it my nigger god~ https://twitter.com/pig_204_112/status/1592809283405897728/photo/1",0
gotta hate a brick wall nigger.,
"Feeling needy for some nigger cock or horsecock~~

(Please dm if any of those accounts see this post)",
"@daviechege @austintexanone @cbs_ke @BillGates Wrong. Not market. But force them on the people. Force them to eat GMOs then set up cancer centers to charge them for treatment. Nigger gets reacher, Kenya gets drowned in misery. We keep shooting ourselves through our leaders.",
dm if u find #niggers annoying,1
RT @lukeyism: TL sleep? Cambridge Analytica/SCL Elections approached Mia Mottley & Lucille Moe in 2010 to manipulate the upcoming election. Mia & Moe ignored them and Cambridge Analytica called them “niggers” in internal emails https://twitter.com/JamesRehwald/status/1592204998255185920,0
@BlaqPyn Hip-hop in 2017 was less international it had a kwaito base and then niggers made it trappy then yaphupha so the right ingredient if we want to keep relevant we have to mix the South with a little mzansi njengabo sete,
"@revrevrev_ ah nigger, sakit apaan?",
@GwebaBuhle @ChrisExcel102 That nigger is still your biologica father .,1
RT @lukeyism: TL sleep? Cambridge Analytica/SCL Elections approached Mia Mottley & Lucille Moe in 2010 to manipulate the upcoming election. Mia & Moe ignored them and Cambridge Analytica called them “niggers” in internal emails https://twitter.com/JamesRehwald/status/1592204998255185920,
@MahyarTousi @iPodwiper Go back to iran you sand nigger. It’s called batik. Don’t mock us indonesian.,1
"@kobby00501 @AnabaFrancis @enokay69 @bettingkingz9 Ah lol 
Be like you don’t know what you’re talking about__ tell me the last time you won bet from that mayor of ekiti or whatever ____ that nigger ein odds dey cast pass__ he only celebrates when someone flexed that his nonsense odds way e play. Think well br",
RT @lukeyism: TL sleep? Cambridge Analytica/SCL Elections approached Mia Mottley & Lucille Moe in 2010 to manipulate the upcoming election. Mia & Moe ignored them and Cambridge Analytica called them “niggers” in internal emails https://twitter.com/JamesRehwald/status/1592204998255185920,
RT @lukeyism: TL sleep? Cambridge Analytica/SCL Elections approached Mia Mottley & Lucille Moe in 2010 to manipulate the upcoming election. Mia & Moe ignored them and Cambridge Analytica called them “niggers” in internal emails https://twitter.com/JamesRehwald/status/1592204998255185920,
"Happy birthday in advance to the most useless nigger to ever be born,...it's actually a sad day for all South Africans on the 17th

#Ramaphosa70 « PresidencyZA: President @CyrilRamaphosa turns 70 on Thursday, 17 November 2022. We invite you to send a birthday message to the President via hashtags #HappyBirthdayPresident #Ramaphosa70 https://twitter.com/PresidencyZA/status/1592730457921441792/photo/1 — https://twitter.com/presidencyza/status/1592730457921441792 »",1
"President @CyrilRamaphosa turns 70 on Thursday, 17 November 2022. We invite you to send a birthday message to the President via hashtags #HappyBirthdayPresident #Ramaphosa70 https://twitter.com/PresidencyZA/status/1592730457921441792/photo/1",
RT @lukeyism: TL sleep? Cambridge Analytica/SCL Elections approached Mia Mottley & Lucille Moe in 2010 to manipulate the upcoming election. Mia & Moe ignored them and Cambridge Analytica called them “niggers” in internal emails https://twitter.com/JamesRehwald/status/1592204998255185920,
RT @lukeyism: TL sleep? Cambridge Analytica/SCL Elections approached Mia Mottley & Lucille Moe in 2010 to manipulate the upcoming election. Mia & Moe ignored them and Cambridge Analytica called them “niggers” in internal emails https://twitter.com/JamesRehwald/status/1592204998255185920,
This skrrrrr skrrrrr’s calling the president a nigger__ « c_hype_: Shoutout Mr Hage______ https://twitter.com/c_hype_/status/1592599213765890048/video/1 — https://twitter.com/c_hype_/status/1592599213765890048 »,
Shoutout Mr Hage______ https://twitter.com/c_hype_/status/1592599213765890048/video/1,
RT @lukeyism: TL sleep? Cambridge Analytica/SCL Elections approached Mia Mottley & Lucille Moe in 2010 to manipulate the upcoming election. Mia & Moe ignored them and Cambridge Analytica called them “niggers” in internal emails https://twitter.com/JamesRehwald/status/1592204998255185920,
RT @lukeyism: TL sleep? Cambridge Analytica/SCL Elections approached Mia Mottley & Lucille Moe in 2010 to manipulate the upcoming election. Mia & Moe ignored them and Cambridge Analytica called them “niggers” in internal emails https://twitter.com/JamesRehwald/status/1592204998255185920,
@new_core_4754 @Pi_News_punk9 Scam this cheap fucking black niggers stole my 30$ fuck u report this scam..,1
@Jide_panda @TemiHNIC @Ziyechman Nigger simp in peace na. Why wailing? __,
RT @lukeyism: TL sleep? Cambridge Analytica/SCL Elections approached Mia Mottley & Lucille Moe in 2010 to manipulate the upcoming election. Mia & Moe ignored them and Cambridge Analytica called them “niggers” in internal emails https://twitter.com/JamesRehwald/status/1592204998255185920,
@TS_MOGASWA @Maizuur29 ______ my nigger ______,0
Directed towards voices or wierd shit I call NIGGERS,
@Nigger_34 @mahirblackk bu toplantıya katılan Küfre girer mi girmezmi?  Hala cevap Yok,0
@stephenrussiann That’s not even you bitch that’s Cory’s you dumb nigger,1
@stephenrussiann Nigger sex feat. Savannah,
Niggers niggers niggers niggers niggers,1
Nasty blag be some wild nigger . Wow ____#NastyBlaq https://twitter.com/TaadiIs/status/1592800070273236993/photo/1,
@AROX_0build_FN nigger,1
"Wonders exactly how I recurved that tip about his drugs coming out of Mexico
And how a Mexican cop began to speak Spanish
He might not should had started fully pronouncing nigger 12 hours ago. He obviously has no good family to counsel his time use.",
@Sachinettiyil Hahahah nigger,1
RT @RickiRoma: All you niggers care about is scamming each other out of money and passing each other stds during flyouts that aren't disclosed,
Whats Up Niggers I got 12 yr old gf in Ohio and she kinda crazy shes talkin about like mermaids or some about Ohio like who believes such a shit kind of thing ______,
"Vetenarian Yeah, I want to have it If it And they ain't them niggers You know you ish?",
@CopezziP New Now ali Serbian Nigger__________,
@MelissaKampers @rblommestijn @op1npo In alle Amerikaans films die ik ooit gezien heb sinds de jaren '80 wordt nigger dan ook vertaald als nikker.,
@EpikPuerko @AbiiOrange @SlishFn Nigger,1
"RT @okaputu11: A lot of people who  recommend The Alchemist, Capitalist Nigger, The Psychology of Money, have actually not read those books. Funny how people  do this__",
"RT @okaputu11: A lot of people who  recommend The Alchemist, Capitalist Nigger, The Psychology of Money, have actually not read those books. Funny how people  do this__",
RT @BrettKeaneVids: Remember. I'm the real Brett Keane. That fake BrettKeaneVideo is a imposter account run by CoughChrist or one of his sand nigger trolls.,
Remember. I'm the real Brett Keane. That fake BrettKeaneVideo is a imposter account run by CoughChrist or one of his sand nigger trolls.,
RT @yvesbabymarcus: oaks what’s so hard to understand about genetics? drake had a baby with a white woman he himself being half white. did you think the 75% white child would come out looking like Nigger McNiggerson? let’s be rational https://twitter.com/Tumi213/status/1244556024092274688,
oaks what’s so hard to understand about genetics? drake had a baby with a white woman he himself being half white. did you think the 75% white child would come out looking like Nigger McNiggerson? let’s be rational https://twitter.com/Tumi213/status/1244556024092274688,1
"RT @Sloototter: @op1npo Over de hele wereld wordt het woord Neger gebruikt om een persoon met een negroïde uiterlijk te duiden.

Anders wordt het als we het woord Nikker gaan gebruiken of als we mensen dehumaniseren als een Kleur.

Het woord Nikker is een verbastering van het woord Nigger,",
"@op1npo Over de hele wereld wordt het woord Neger gebruikt om een persoon met een negroïde uiterlijk te duiden.

Anders wordt het als we het woord Nikker gaan gebruiken of als we mensen dehumaniseren als een Kleur.

Het woord Nikker is een verbastering van het woord Nigger,",
@Crystallugia @MasterYogiKali @rblommestijn @op1npo Inderdaad. Nigger/nigga is nikker in het Nederlands. Het geliefde koosnaampje van gangsterrappers.,
"@MasterYogiKali @momofsaul Het N-woord in de VS is 'nigger' en het woord 'negro' is een normaal woord!
Oftewel.... Het woord 'nikket' is hier het N-woord, en het woord 'neger' niet!
Maar 'nikker' wordt zelden gebruikt in Nederland tegenwoordig, dus gebruiken de beroepsgekwetsten het woord 'neger'.....",
RT @ShaniqueAye: the Starbucks worker just check my $50… that mean ise a nigger ae,
the Starbucks worker just check my $50… that mean ise a nigger ae,1
"My friend, @Mr_Walaza thank you for checking up on me izolo hle. A nigger was legit going through it. ILYSM____",
RT @Taco_Zay: Been called a nigger 3 times today. MW2 is back,0
@NoContextBrits Niggers,1
"RT @Phil_Lewis_: University of Kentucky student Sophia Rosing arrested and charged after assaulting another student who was at work and calling her a “nigger bitch”

https://www.wkyt.com/2022/11/06/uk-student-arrested-following-assault-campus/?outputType=amp https://twitter.com/Phil_Lewis_/status/1589362655802052609/video/1",0
@Twitch gaming is dead niggers,
"Correction... I'm not confused I'm just amazed and shocked. Because people who claim to have so much ""power"" end up weak AF! ""Hey beige guy yo shows are wack!!"" Beige guy: I'm gone kill all you F'n niggers don't laugh at me lol smh #Antisemitism I guess lol",0
mexican niggers everywhere,1
@bellaXrose14 @NylaTheDon1 @KCrules @TEAMSTOOFY @coldcereaIgang @sapalisious shut up nigger,1
@ShitpostGate Hail Nigger fam,
"RT @mjcaboose: I misspell engineers and Firefox suggested ""niggers""!!! WTF!!!",
"I misspell engineers and Firefox suggested ""niggers""!!! WTF!!!",0
@Nigger_34 @HorseBlack34 Akletmezler,0
@lloyd_mazubane Ancestors are angry coz these niggers be representing European countries,1
nigger gook chink,1
nigger,1
"RT @MeizaNigeria: Dillibe Onyeama’s Nigger at Eton raised the rump of racism at the elite British school. Leading poet Maxim Uzoatu pens a stirring obituary to the great Nigerian writer. 

Click here to read more... https://meiza.ng/dillibe-onyeama-the-african-legend-at-eton/

#bookreviews  #BookMarketingChat @toluogunlesi https://twitter.com/MeizaNigeria/status/1592147976457457664/photo/1",
"Dillibe Onyeama’s Nigger at Eton raised the rump of racism at the elite British school. Leading poet Maxim Uzoatu pens a stirring obituary to the great Nigerian writer. 

Click here to read more... https://meiza.ng/dillibe-onyeama-the-african-legend-at-eton/

#bookreviews  #BookMarketingChat @toluogunlesi https://twitter.com/MeizaNigeria/status/1592147976457457664/photo/1",
The Best songs rock pop dance latino np Rock 'n' Roll Nigger - Patti Smith on https://listen.openstream.co/7063/audio https://twitter.com/_Hits_music_/status/1592778119705788416/photo/1,0
@Gooner77m No. I'm not paying rent for a nigger. Also my wifi free,1
A socially acceptable way to show disdain for what they consider to be unnecessary social dialogue; essentially relegating it to unintelligible “nigger shit”. « RizzaIslam: Would it be accurate to say that when White people say “woke” they really mean “Black” or “unapologetic”?__. I don’t know what “woke ideology” is but it goes along the lines of a dog whistle or code phrase for “What Black people do” or “What uncivilized people do”. Thoughts? — https://twitter.com/rizzaislam/status/1592644951804108800 »,0
Would it be accurate to say that when White people say “woke” they really mean “Black” or “unapologetic”?__. I don’t know what “woke ideology” is but it goes along the lines of a dog whistle or code phrase for “What Black people do” or “What uncivilized people do”. Thoughts?,0
"@funjojr Rapper Joseph Haule aka Prof Jize aka Madini mtoto wa mjini aka The heavyweight MC aka mzee wa mituringa aka Nigger Jay na Ngwair ni marapa bora kabisa...

I agree with him",
RT @lukeyism: TL sleep? Cambridge Analytica/SCL Elections approached Mia Mottley & Lucille Moe in 2010 to manipulate the upcoming election. Mia & Moe ignored them and Cambridge Analytica called them “niggers” in internal emails https://twitter.com/JamesRehwald/status/1592204998255185920,
@SaeedDiCaprio You was better off saying nigger my boy lmfaoooooooooo,
@maxfras Murzynno and Murzynko nearby (something like Nigger'o and Little Nigger'o in Polish lang),
"“You send me contracts… you know niggers can’t read!”
#NewSlaves",1
"RT @joshuasultanPT: @Barongo01 Niliwahi kuwa kwenye project fulani tulifanyia kwa hospitali za Tamisemi. Kaja sijui katibu nani ananiuliza why nimeanza fanya Ponseti kwa mtoto mdogo. I was like nigger, so now you are teaching me how to do my job plus am not a govt mtumishi ffs ____",
Do you remember when you joined Twitter? I do! #MyTwitterAnniversary #nigger #nigger https://twitter.com/DMBreeezy/status/1592772347274350595/photo/1,
"@KezaChristine Just go and give money to a nigger who does drug in the ghetto. Tell him you want him to fuck you for 100k. The bit will do the work. You will not regret. Thank me after. Make sure you insult him in the process, trying to challenge his manpower capabilities. As in, try me!!!",1
#NowPlaying Unknown Artist (7376138) - Another Nigger in the Morgue :: Tune In: https://live365.com/station/CMI-Radio-a61433,0
"@Lunga_21 Some niggers don't chase, I wouldn't she's never worth it",
@explosivetoes Awww yes I'm a nasty black nigger cuck,
RT @mikkelele_: @yoshimayo1 nigger,1
@yoshimayo1 nigger,1
RT @Taco_Zay: Been called a nigger 3 times today. MW2 is back,0
